FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,WORKDAY_OPER_TIME_DC,WKEND_OPER_TIME_DC,FRE_PARKNG_AT,VALET_PARKNG_POSBL_AT,INFN_CHAIR_LEND_POSBL_AT,WCHAIR_HOLD_AT,PET_POSBL_AT,VGTR_MENU_HOLD_AT,HALAL_FOOD_HOLD_AT,GFRE_FOOD_HOLD_AT,LAST_UPDT_DE
인뉴욕,음식점/유흥시설,유럽음식,이탈리아,서울특별시,강남구,신사동,,651-5 번지,도산대로45길,8-3,37.523006,127.036261,06021,서울특별시 강남구 도산대로45길 8-3,서울특별시 강남구 신사동  651-5,05055095000,월-금 12시-23시,토-일 12시-23시,Y,N,N,N,N,N,N,N,20221130
인더비엣,음식점/유흥시설,동남아시아음식,베트남,경기도,안산시 단원구,고잔동,,768 번지,광덕대로,174,37.311881,126.831127,15470,경기도 안산시 단원구 광덕대로 174,경기도 안산시 단원구 고잔동  768,0314855021,월-금 11시-22시,토-일 11시-22시,Y,N,N,N,N,N,N,N,20221130
인더비엣 봉담점,음식점/유흥시설,동남아시아음식,베트남,경기도,화성시,봉담읍,동화리,564 번지,동화길,51,37.219032,126.955491,18303,경기도 화성시 동화길 51,경기도 화성시 봉담읍 동화리 564,0312987787,월-금 11시-22시,토-일 11시-22시,Y,N,N,N,N,N,N,N,20221130
인더비엣 수원성대점,음식점/유흥시설,동남아시아음식,베트남,경기도,수원시 장안구,율전동,,294-4 번지,율전로108번길,23,37.298913,126.970556,16360,경기도 수원시 장안구 율전로108번길 23,경기도 수원시 장안구 율전동  294-4,0312272007,월-금 11시-22시,토-일 11시-22시,Y,N,N,N,N,N,N,N,20221130
인더비엣 신논현역점,음식점/유흥시설,동남아시아음식,베트남,서울특별시,서초구,서초동,,1302-35 번지,사평대로52길,13,37.502585,127.022703,06609,서울특별시 서초구 사평대로52길 13,서울특별시 서초구 서초동  1302-35,025953842,월-금 11시-21시,토-일 11시-21시,Y,N,N,N,N,N,N,N,20221130
인더비엣 야탑직영점,음식점/유흥시설,동남아시아음식,베트남,경기도,성남시 분당구,야탑동,,361-5 번지,성남대로926번길,6,37.412183,127.129849,13506,경기도 성남시 분당구 성남대로926번길 6,경기도 성남시 분당구 야탑동  361-5,050713763511,월-금 11시-21시,토-일 11시-21시,Y,N,N,N,N,N,N,N,20221130
인덕상점,음식점/유흥시설,동남아시아음식,기타,서울특별시,성동구,옥수동,,517-29 번지,매봉길,2,37.545348,127.016974,04725,서울특별시 성동구 매봉길 2,서울특별시 성동구 옥수동  517-29,050713045682,화-금 18시-01시,토-일 18시-01시,N,N,N,N,N,N,N,N,20221130
인도가는길,음식점/유흥시설,인도아시아음식,인도,대구광역시,중구,대봉동,,18-8 번지,동덕로14길,11,35.861189,128.604588,41951,대구광역시 중구 동덕로14길 11,대구광역시 중구 대봉동  18-8,050714391316,화-금 11시30분-21시,토-일 11시30분-21시,Y,N,N,N,N,N,N,N,20221130
인도난하우스,음식점/유흥시설,인도아시아음식,인도,울산광역시,남구,삼산동,,1474-14 번지,삼산로266번길,4-1,35.538517,129.336027,44719,울산광역시 남구 삼산로266번길 4-1,울산광역시 남구 삼산동  1474-14,0522660781,월-금 11시-23시,토-일 11시-23시,N,N,N,N,N,N,N,N,20221130
인도네시아레스토랑,음식점/유흥시설,동남아시아음식,인도네시아,경상북도,포항시 북구,남빈동,,989-56 번지,칠성로,42,36.036407,129.366388,37740,경상북도 포항시 북구 칠성로 42,경상북도 포항시 북구 남빈동  989-56,,,,N,N,N,N,N,N,N,N,20221130
인도네시아스트리트푸드,음식점/유흥시설,동남아시아음식,인도,경상북도,경산시,삼북동,,273-1 번지,중앙로18길,21,35.821793,128.736979,38631,경상북도 경산시 중앙로18길 21,경상북도 경산시 삼북동  273-1,,,,N,N,N,N,N,N,N,N,20221130
인도네시아식당,음식점/유흥시설,동남아시아음식,인도네시아,경상남도,사천시,벌리동,,59-20 번지,중앙로,166,34.940227,128.080614,52559,경상남도 사천시 중앙로 166,경상남도 사천시 벌리동  59-20,,,,N,N,N,N,N,N,N,N,20221130
인도네시아식당바로카,음식점/유흥시설,동남아시아음식,인도,부산광역시,강서구,송정동,,1631-6 번지,녹산산단335로,24-8,35.090473,128.854851,46754,부산광역시 강서구 녹산산단335로 24-8,부산광역시 강서구 송정동  1631-6,,,,N,N,N,N,N,N,N,N,20221130
인도네시아평택,음식점/유흥시설,동남아시아음식,인도네시아,경기도,평택시,평택동,,70-3 번지,평택로76번길,15,36.994333,127.085448,17911,경기도 평택시 평택로76번길 15,경기도 평택시 평택동  70-3,0316536369,,,N,N,N,N,N,N,N,N,20221130
인도방랑기,음식점/유흥시설,인도아시아음식,인도,대구광역시,북구,산격동,,1338-5 번지,대학로,81,35.892631,128.609087,41544,대구광역시 북구 대학로 81,대구광역시 북구 산격동 1338-5,0539569940,화-금 11시30분-21시30분,토-일 11시30분-21시30분,N,N,N,N,N,N,N,N,20221130
인도야시장,음식점/유흥시설,인도아시아음식,인도,광주광역시,서구,치평동,,135 번지,상무대로867번길,28,35.152126,126.855387,61965,광주광역시 서구 상무대로867번길 28,광주광역시 서구 치평동  135,0623767052,월-금 11시-21시30분,토-일 11시-21시30분,Y,N,N,N,N,N,N,N,20221130
인도카레,음식점/유흥시설,인도아시아음식,인도,경기도,여주시,세종대왕면,신지리,168 번지,새미실2길,40,37.288032,127.584387,12641,경기도 여주시 새미실2길 40,경기도 여주시 세종대왕면 신지리 168,050713073508,월-금 11시-21시,토-일 11시-21시,Y,N,N,N,N,N,N,N,20221130
인도하우스,음식점/유흥시설,인도아시아음식,인도,경기도,이천시,마장면,장암리,325 번지,서이천로,648,37.279044,127.400044,17383,경기도 이천시 서이천로 648,경기도 이천시 마장면 장암리 325,050714045454,"월,수,목,금 11시30분-22시",토-일 11시30분-22시,N,N,N,N,N,N,N,N,20221130
인디,음식점/유흥시설,인도아시아음식,인도,대전광역시,서구,둔산동,,1369 번지,대덕대로,246,36.354736,127.379986,35233,대전광역시 서구 대덕대로 246,대전광역시 서구 둔산동 1369 넥서스밸리,0424717052,,,N,N,N,N,N,N,N,N,20221130
인디아게이트,음식점/유흥시설,인도아시아음식,인도,대구광역시,중구,계산동2가,,200 번지,달구벌대로,2077,35.866747,128.590598,41936,대구광역시 중구 달구벌대로 2077,대구광역시 중구 계산동2가  200,0532452848,월-금 11시30분-21시,토-일 11시30분-21시,Y,N,N,N,N,N,N,N,20221130
인디아커리,음식점/유흥시설,인도아시아음식,인도,대구광역시,중구,동인동4가,,210-2 번지,국채보상로140길,17-8,35.867878,128.606848,41945,대구광역시 중구 국채보상로140길 17-8,대구광역시 중구 동인동4가  210-2,0532563193,월-금 11시30분-21시,토-일 11시30분-21시,N,N,N,N,N,N,N,N,20221130
인디아테이스트,음식점/유흥시설,인도아시아음식,인도,서울특별시,종로구,동숭동,,1-152 번지,동숭길,43,37.580192,127.00433,03086,서울특별시 종로구 동숭길 43,서울특별시 종로구 동숭동  1-152,027424913,,,Y,N,N,N,N,N,N,N,20221130
인디아팰리스,음식점/유흥시설,인도아시아음식,인도,경기도,안산시 단원구,고잔동,,541-1 번지,중앙대로,921,37.317189,126.838966,15361,경기도 안산시 단원구 중앙대로 921,경기도 안산시 단원구 고잔동  541-1,0314112203,월-금 11시30분-21시30분,토-일 11시30분-21시30분,N,N,N,N,N,N,N,N,20221130
인디안그릴,음식점/유흥시설,인도아시아음식,인도,서울특별시,마포구,연남동,,240-10 번지,성미산로,157-6,37.564936,126.9237,03980,서울특별시 마포구 성미산로 157-6,서울특별시 마포구 연남동 240-10,023361575,"수,목,금 11시30분-21시",토-일 11시30분-21시,N,N,Y,N,Y,Y,Y,N,20221130
인디안커리,음식점/유흥시설,인도아시아음식,인도,경기도,성남시 분당구,서현동,,246-2 번지,황새울로360번길,21,37.385712,127.125731,13591,경기도 성남시 분당구 황새울로360번길 21,경기도 성남시 분당구 서현동  246-2,050713252177,월-금 11시-22시,토-일 11시-22시,Y,N,N,N,N,N,N,N,20221130
인디야마할,음식점/유흥시설,인도아시아음식,인도,충청남도,천안시 동남구,신부동,,456-14 번지,먹거리10길,10,36.817798,127.154837,31123,충청남도 천안시 동남구 먹거리10길 10,충청남도 천안시 동남구 신부동  456-14,0415223612,월-금 11시-23시,토-일 11시-23시,N,N,N,N,N,N,N,N,20221130
인디언커리넘버나인,음식점/유흥시설,인도아시아음식,인도,대전광역시,유성구,궁동,,432-4 번지,대학로,169,36.360502,127.352132,34138,대전광역시 유성구 대학로 169,대전광역시 유성구 궁동 432-4,0428259937,,,N,N,N,N,N,N,N,N,20221130
인디카,음식점/유흥시설,인도아시아음식,인도,서울특별시,성동구,성수동2가,,322-4 번지,성수이로14길,14,37.541622,127.05706,04784,서울특별시 성동구 성수이로14길 14,서울특별시 성동구 성수동2가  322-4,024633918,"수,목,금 11시30분-21시",토-일 12시30분-21시,N,N,N,N,N,N,N,N,20221130
인디키친,음식점/유흥시설,인도아시아음식,인도,부산광역시,금정구,장전동,,293-106 번지,장전로12번길,50,35.229848,129.088441,46291,부산광역시 금정구 장전로12번길 50,부산광역시 금정구 장전동  293-106,07073400555,"월,수,목,금 12시-20시50분",토-일 12시-20시50분,N,N,N,N,N,N,N,N,20221130
인디테이블,음식점/유흥시설,인도아시아음식,인도,경기도,성남시 분당구,삼평동,,740 번지,동판교로177번길,25,37.397342,127.113597,13525,경기도 성남시 분당구 동판교로177번길 25,경기도 성남시 분당구 삼평동  740,0317087022,월-금 11시20분-21시30분,토-일 11시20분-21시30분,N,N,N,N,N,N,N,N,20221130
인딕슬로우,음식점/유흥시설,인도아시아음식,인도,서울특별시,강남구,신사동,,525-4 번지,압구정로4길,13,37.521889,127.020359,06028,서울특별시 강남구 압구정로4길 13,서울특별시 강남구 신사동  525-4,025110139,월-금 11시30분-21시30분,토-일 11시30분-21시30분,N,N,N,N,N,N,N,N,20221130
인딕슬로우,음식점/유흥시설,인도아시아음식,인도,서울특별시,송파구,송파동,,55-7 번지,백제고분로45길,28,37.510354,127.10866,05619,서울특별시 송파구 백제고분로45길 28,서울특별시 송파구 송파동  55-7,024230100,월-금 11시30분-21시30분,토-일 11시30분-21시30분,N,N,N,N,N,N,N,N,20221130
인비노베리타스,음식점/유흥시설,유럽음식,이탈리아,경상북도,포항시 북구,양덕동,,749-9 번지,장량주택로14번길,11,36.088486,129.390927,37572,경상북도 포항시 북구 장량주택로14번길 11,경상북도 포항시 북구 양덕동 749-9,050713655126,화-금 18시-02시,"토 18시-03시,일 18시-02시",Y,N,N,N,N,N,N,N,20221130
인생타코,음식점/유흥시설,남미음식,인도,인천광역시,부평구,갈산동,,94 번지,주부토로,236,37.51486,126.727775,21330,인천광역시 부평구 주부토로 236,인천광역시 부평구 갈산동  94,0322091775,,,N,N,N,N,N,N,N,N,20221130
인어보울,음식점/유흥시설,동남아시아음식,기타,강원도,원주시,지정면,가곡리,1344-4 번지,무릉로,43,37.374977,127.877761,26353,강원도 원주시 무릉로 43,강원도 원주시 지정면 가곡리 1344-4,,월-금 11시30분-21시,일 11시30분-21시,N,N,N,N,N,N,N,N,20221130
인정원,음식점/유흥시설,동남아시아음식,인도,강원도,원주시,단계동,,786-7 번지,단구로,28,37.345776,127.936241,26424,강원도 원주시 단구로 28,강원도 원주시 단계동  786-7,0337313372,월-금 11시-21시,토 11시-21시,N,N,N,N,N,N,N,N,20221130
인정원월남쌈,음식점/유흥시설,동남아시아음식,인도,전라남도,광양시,광양읍,칠성리,40 번지,읍성길,218,34.978411,127.587425,57743,전라남도 광양시 읍성길 218,전라남도 광양시 광양읍 칠성리 40,0617613663,월-금 11시-22시,토-일 11시-22시,N,N,N,N,N,N,N,N,20221130
인칸토키친,음식점/유흥시설,유럽음식,이탈리아,서울특별시,마포구,상암동,,1653 번지,월드컵북로,361,37.577113,126.891118,03908,서울특별시 마포구 월드컵북로 361,서울특별시 마포구 상암동  1653,050713102221,월-금 11시30분-22시,토-일 11시30분-22시,Y,N,N,N,N,N,N,N,20221130
인키친,음식점/유흥시설,유럽음식,이탈리아,서울특별시,송파구,거여동,,40 번지,거마로2길,3-4,37.493571,127.145422,05768,서울특별시 송파구 거마로2길 3-4,서울특별시 송파구 거여동 40,024077519,월-금 10시30분-21시,토 10시30분-21시,Y,N,N,N,N,N,N,N,20221130
인투 동성로점,음식점/유흥시설,유럽음식,이탈리아,대구광역시,중구,공평동,,67-2 번지,동성로4길,95,35.869047,128.599455,41938,대구광역시 중구 동성로4길 95,대구광역시 중구 공평동  67-2,0534213965,월-금 12시-21시,토 12시-21시,N,N,N,N,N,N,N,N,20221130
인판포 푸드카페,음식점/유흥시설,남미음식,멕시코,제주특별자치도,제주시,한경면,판포리,2881-1 번지,일주서로,4533-21,33.365556,126.198137,63003,제주특별자치도 제주시 일주서로 4533-21,제주특별자치도 제주시 한경면 판포리 2881-1,050714682405,월-금 10시-22시,토-일 10시-22시,Y,N,N,N,N,N,N,N,20221130
일구포,음식점/유흥시설,유럽음식,이탈리아,경기도,안양시 만안구,석수동,,788-1 번지,충훈로,70,37.407426,126.900582,13973,경기도 안양시 만안구 충훈로 70,경기도 안양시 만안구 석수동  788-1,,"월,수,목,금 11시30분-23시",토-일 11시30분-23시,Y,N,N,N,N,N,N,N,20221130
일노브,음식점/유흥시설,유럽음식,이탈리아,경상남도,진주시,금산면,용아리,1099-12 번지,금산순환로587번길,119,35.208323,128.154272,52632,경상남도 진주시 금산순환로587번길 119,경상남도 진주시 금산면 용아리 1099-12,0557583203,화-금 11시-21시,토 11시-21시,N,N,N,N,N,N,N,N,20221130
일랑일랑,음식점/유흥시설,동남아시아음식,인도,전라남도,목포시,연산동,,1925 번지,연산백련로,22,34.818072,126.392016,58763,전라남도 목포시 연산백련로 22,전라남도 목포시 연산동  1925,0612793938,"월,화,목,금 11시30분-22시",토-일 11시30분-22시,N,N,N,N,N,N,N,N,20221130
일레븐어클락,음식점/유흥시설,유럽음식,이탈리아,경상남도,창원시 진해구,장천동,,155-17 번지,진해대로,1163,35.126196,128.711987,51631,경상남도 창원시 진해구 진해대로 1163,경상남도 창원시 진해구 장천동  155-17,0555511190,화-금 11시-21시10분,토-일 11시-21시10분,Y,N,N,N,N,N,N,N,20221130
일렌토,음식점/유흥시설,유럽음식,이탈리아,서울특별시,마포구,합정동,,433-60 번지,포은로,52-1,37.552159,126.906911,04021,서울특별시 마포구 포은로 52-1,서울특별시 마포구 합정동  433-60,023261367,"월17시-22시,화-금11시30분-22시",토-일 11시30분-22시,N,N,N,N,N,N,N,N,20221130
일마또네,음식점/유흥시설,동남아시아음식,인도,서울특별시,강남구,논현동,,82-20 번지,논현로132길,25,37.515461,127.03239,06052,서울특별시 강남구 논현로132길 25,서울특별시 강남구 논현동  82-20,0234469581,월-금 11시30분-22시,토 11시30분-22시,N,N,N,N,N,N,N,N,20221130
일마레,음식점/유흥시설,유럽음식,이탈리아,경상남도,통영시,용남면,동달리,840-5 번지,동암길,76,34.868075,128.448148,53029,경상남도 통영시 동암길 76,경상남도 통영시 용남면 동달리 840-5,0556438429,월-금 11시-21시,"토 11시-21시, 일 12시30분-21시",Y,N,N,N,N,N,N,N,20221130
일마레 관양점,음식점/유흥시설,유럽음식,이탈리아,경기도,안양시 동안구,관양동,,1693-3 번지,동편로183번길,36,37.407604,126.970618,13930,경기도 안양시 동안구 동편로183번길 36,경기도 안양시 동안구 관양동 1693-3,050713030725,화-금 11시-21시30분,토-일 11시-21시30분,N,N,N,N,N,N,N,N,20221130
일마레 수원점,음식점/유흥시설,유럽음식,이탈리아,경기도,수원시 권선구,서둔동,,381 번지,세화로,134,37.26428,126.997392,16621,경기도 수원시 권선구 세화로 134,경기도 수원시 권선구 서둔동  381,03180662500,월-금 10시30분-20시,토-일 10시30분-20시,Y,N,N,N,N,N,N,N,20221130
일마레 잠실점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,송파구,잠실동,,177-5 번지,올림픽로8길,10,37.510752,127.079978,05556,서울특별시 송파구 올림픽로8길 10,서울특별시 송파구 잠실동  177-5,024246109,,,N,N,N,N,N,N,N,N,20221130
일마레 코엑스점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,강남구,삼성동,,159-6 번지,테헤란로87길,22,37.509613,127.059456,06164,서울특별시 강남구 테헤란로87길 22,서울특별시 강남구 삼성동  159-6,,,,N,N,N,N,N,N,N,N,20221130
일비노로소,음식점/유흥시설,유럽음식,이탈리아,서울특별시,용산구,후암동,,340-5 번지,소월로,138,37.550401,126.982962,04328,서울특별시 용산구 소월로 138,서울특별시 용산구 후암동  340-5,025495356,화-금 10시30분-19시,토-일 10시30분-19시,Y,N,N,N,N,N,N,N,20221130
일비앙코,음식점/유흥시설,유럽음식,이탈리아,경기도,용인시 수지구,성복동,,424-17 번지,성복1로,189,37.319197,127.061535,16806,경기도 용인시 수지구 성복1로 189,경기도 용인시 수지구 성복동  424-17,050713162382,"월,수,목,금 11시30분-21시",토-일 11시30분-21시,Y,N,N,N,N,N,N,N,20221130
일사삼,음식점/유흥시설,유럽음식,이탈리아,서울특별시,종로구,삼청동,,27-17 번지,북촌로,143,37.587103,126.982453,03053,서울특별시 종로구 북촌로 143,서울특별시 종로구 삼청동 27-17,050713192541,"월-목 11시30분-24시,금 11시30분-02시","토 11시30분-02시,일 11시30분-24시",N,N,N,N,N,N,N,N,20221130
일세레노,음식점/유흥시설,유럽음식,이탈리아,경기도,안양시 동안구,호계동,,1059-5 번지,신기대로33번길,56,37.382448,126.957518,14099,경기도 안양시 동안구 신기대로33번길 56,경기도 안양시 동안구 호계동  1059-5,050713573393,수-금 11시-20시,토-일 11시-20시,Y,N,N,N,N,N,N,N,20221130
일월육일 수원역점,음식점/유흥시설,동아시아음식,일본,경기도,수원시 팔달구,매산로1가,,43-4 번지,매산로,17-6,37.267805,127.003455,16455,경기도 수원시 팔달구 매산로 17-6,경기도 수원시 팔달구 매산로1가 43-4,0312422613,"월 17시-02시,금 17시-03시","토 17시-03시,일 17시-02시",N,N,N,N,N,N,N,N,20221130
일지오페페,음식점/유흥시설,유럽음식,이탈리아,경기도,의왕시,내손동,,739 번지,계원대학로,41,37.379847,126.975969,16037,경기도 의왕시 계원대학로 41,경기도 의왕시 내손동  739,0314237747,월-금 11시-14시30분,토 11시-14시30분,N,N,N,N,N,N,N,N,20221130
일치프리아니 현대백화점 목동점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,양천구,목동,,916 번지,목동동로,257,37.526514,126.875206,07998,서울특별시 양천구 목동동로 257,서울특별시 양천구 목동  916,0221631625,,,Y,N,N,N,N,N,N,N,20221130
일치프리아니 현대백화점 킨텍스점,음식점/유흥시설,유럽음식,이탈리아,경기도,고양시 일산서구,대화동,,2602 번지,호수로,817,37.667922,126.751501,10391,경기도 고양시 일산서구 호수로 817,경기도 고양시 일산서구 대화동  2602,0318223840,"월-금 10시30분-22시,월-금 10시30분-21시",토-일 10시30분-21시,Y,N,N,N,N,N,N,N,20221130
